synpic42072|avascular necrosis of the femoral head
synpic29664|multifocal bone infarcts (osteonecrosis) in a patient with systemic lupus erythematosus.
synpic54621|pericardial cyst
synpic43739|rickets
synpic43932|azygous lobe
synpic54589|incidental hepatic artery aneurysm
synpic33199|left aortic arch with aberrant right subclavian artery
synpic20294|pheochromocytoma, bilateral
synpic29727|intraosseous lipoma
synpic53121|killian-jamieson diverticulum
synpic16394|nonossifying fibroma
synpic22378|no
synpic22786|acute appendicitis
synpic50607|subclavian steal syndrome
synpic28082|multifocal bone infarcts (osteonecrosis) in a patient with systemic lupus erythematosus.
synpic26367|inguinal hernia involving bladder
synpic47250|pleomorphic  xanthoastrocytoma, pxa
synpic31719|azygous lobe
synpic100462|right c6 radiculopathy and ankylosing spondylitis
synpic20015|fibromatosis coli
synpic33113|osteomyelitis
synpic54535|pneumonia
synpic32244|fibrous dysplasia
synpic56731|femoral neck stress fractures
synpic44467|calcific tendinitis
synpic26972|hypertrophic pyloric stenosis
synpic17677|basic chest imaging review, search pattern, required structures
synpic31666|aberrant right subclavian artery (arsa)
synpic22580|achalasia
synpic41199|angiomyolipoma
synpic51880|crohn disease
synpic29058|osteogenesis imperfecta
synpic28808|colon cancer
synpic52878|adpkd -autosomal dominant polycystic kidney disease
synpic56774|dural  fistula, avf
synpic22839|aortic pseudoaneurysm
synpic55755|enlarged subarachnoid space
synpic48310|horseshoe kidney
synpic43587|fibromatosis coli
synpic22370|orchitis
synpic40379|adenocarcinoma of the lung
synpic17161|scaphoid fracture
synpic55104|cervical spine fracture (unstable) with cord injury
synpic32615|azygous lobe
synpic34502|atelectasis
synpic39784|ovarian torsion
synpic34324|achalasia
synpic54047|adenocarcinoma of the lung
synpic31791|tension pneumothorax
synpic29050|pulmonary embolism
synpic31892|acute pyelonephritis
synpic22876|pseudomembranous colitis
synpic28987|hodgkin's lymphoma
synpic39914|pulmonary embolism
synpic37232|pulmonary embolism
synpic30752|duplicated inferior vena cava
synpic22253|osteomyelitis
synpic41207|synovial cyst
synpic41396|synovial cyst
synpic54057|leptomeningeal sarcoid
synpic32059|pneumomediastinum
synpic26941|infiltrating ductal carcinoma
synpic31570|tibial plateau fracture
synpic31958|aortic dissection, aortic tear
synpic18577|testicular torsion
synpic53067|amyloidosis
synpic55381|ankylosing spondylitis
synpic26202|pneumonia
synpic39808|small cell lung carcinoma (sclc)
synpic23531|crohn's disease
synpic38589|synovial cyst
synpic19564|pericardial cyst
synpic51459|vacterl syndrome
synpic51142|spontaneous pneumomediastinum
synpic23777|angiomyolipoma
synpic28543|duodenal diverticulum
synpic24410|angiomyolipoma
synpic55743|enlarged subarachnoid space
synpic1050|achalasia
synpic18873|calcific tendinitis
synpic24242|intramedullary lipoma of the spinal cord
synpic22031|osteochondroma
synpic29049|hydropneumothorax
synpic23060|angiomyolipoma
synpic40468|no
synpic45709|caudal regression syndrome
synpic29651|acute pediatric osteomyelitis
synpic58004|bilateral perched facets c5 c6 with spinal cord injury
synpic26677|nephrolithiasis
synpic32648|comminuted fracture of medial femoral condyle. small joint effusion.
synpic49465|aberrant right subclavian artery (arsa)
synpic18435|acute appendicitis
synpic32327|radial head fracture
synpic54520|partial anomalous pulmonary venous return
synpic42806|basic chest imaging review, search pattern, required structures
synpic19183|choledocholithiasis
synpic27750|rickets
synpic34409|synovial cyst
synpic32821|pulmonary arteriovenous malformation
synpic29658|osteomyelitis
synpic19010|aspergillosis and the air-crescent sign
synpic38597|aortic dissection, aortic tear
synpic38833|diverticulitis
synpic17767|ovarian torsion
synpic26669|intralobar pulmonary sequestration
synpic15790|hodgkin's lymphoma
synpic31821|necrotizing enterocolitis
synpic50771|synovial cyst
synpic52783|osteogenesis imperfecta
synpic19648|no
synpic50772|synovial cyst
synpic49087|atlantoaxial instability
synpic32934|round atelectasis
synpic51654|intramedullary lipoma of the spinal cord
synpic43460|nephrolithiasis
synpic32061|achalasia
synpic17744|pneumonia
synpic32313|rickets
synpic54528|partial anomalous pulmonary venous return
synpic45066|bilateral perched facets c5 c6 with spinal cord injury
synpic29750|partial anomalous pulmonary venous return
synpic26826|sickle cell disease
synpic46504|hepatic adenoma
synpic28555|pulmonary sarcoidosis
synpic45713|diastematomyelia
synpic58399|carotid artery dissection
synpic32696|fibrous dysplasia
synpic27587|basic chest imaging review, search pattern, required structures
synpic28923|giant cell tumor
synpic42068|ankylosing spondylitis
synpic26538|pseudomembranous colitis
synpic45941|fractures of the base of the fifth metatarsal
synpic19184|cholelithiasis
synpic32151|left aortic arch with aberrant right subclavian artery
synpic16215|no
synpic55742|enlarged subarachnoid space
synpic42809|azygous lobe
synpic22317|osteochondroma
synpic43687|necrotizing enterocolitis
synpic32650|comminuted fracture of medial femoral condyle. small joint effusion.
synpic42023|fractures of the base of the fifth metatarsal
synpic46975|multiple osteochondromatosis
synpic31402|neurofibromatosis-1, nf1, nf-1
synpic30680|hereditary multiple exostoses
synpic53556|paraesophageal hernia
synpic34165|hypertrophic pyloric stenosis
synpic46732|pulmonary embolism
synpic592|neurofibromatosis-1, nf1, nf-1
synpic37873|sarcoidosis
synpic22661|neuroblastoma
synpic24422|right aortic arch with aberrant left subclavian artery
synpic8222|osteomyelitis
synpic54384|congenital cystic adenomatoid malformation
synpic33440|diverticulitis
synpic32225|pulmonary arteriovenous malformation
synpic37731|pericardial cyst
synpic52604|ankylosing spondylitis
synpic100463|odontoid fracture
synpic33849|hepatic hemangioma
synpic56768|dural  fistula, avf
synpic31100|medullary nephrocalcinosis
synpic50573|dural  fistula, avf
synpic31079|aspergillosis and the air-crescent sign
synpic32387|hereditary multiple exostoses
synpic16908|horseshoe kidney
synpic57721|amyloidosis
synpic29817|osteogenesis imperfecta
synpic52848|yes
synpic42262|diverticulitis
synpic26529|osteomyelitis
synpic56617|double aortic arch
synpic17788|duodenal diverticulum
synpic24147|pulmonary embolism
synpic60344|neuroblastoma
synpic45046|fractures of the base of the fifth metatarsal
synpic25208|azygous lobe
synpic12950|achalasia
synpic35643|tibial plateau fracture
synpic42586|enchondroma
synpic23543|varicocele
synpic55741|enlarged subarachnoid space
synpic54287|pneumomediastinum
synpic36418|double aortic arch
synpic54750|renal arteriovenous malformation
synpic22256|cavernous hemangioma
synpic24419|right aortic arch with aberrant left subclavian artery
synpic51811|sickle cell anemia
synpic39317|renal cell carcinoma
synpic16043|angiomyolipoma
synpic17493|mixed germ cell tumors of the testicle
synpic22660|hepatoblastoma
synpic20019|hypertrophic pyloric stenosis
synpic32645|supracondylar fracture
synpic22927|left aortic arch with aberrant right subclavian artery
synpic33991|spine, epidural abscess
synpic22606|zenker's diverticulum
synpic29192|acute pediatric osteomyelitis
synpic23760|hiatal hernia
synpic21811|pulmonary sarcoidosis
synpic33438|pancreatic carcinoma
synpic18633|hepatoblastoma
synpic32094|hodgkin's lymphoma
synpic53836|no
synpic28641|angiomyolipoma
synpic47202|multiple myeloma
synpic31689|thymic cyst - benign mediastinal cysts
synpic20036|colon cancer
synpic56906|pleomorphic  xanthoastrocytoma, pxa
synpic55464|aspergillosis and the air-crescent sign
synpic31298|left aortic arch with aberrant right subclavian artery
synpic27975|diastematomyelia
synpic39430|partial anomalous pulmonary venous return
synpic47249|neurofibromatosis-1, nf1, nf-1
synpic22106|varicocele
synpic55095|multiple osteochondromatosis
synpic55760|enlarged subarachnoid space
synpic100464|c-spine fracture
synpic46422|synovial cyst
synpic54785|ankylosing spondylitis
synpic22997|azygous lobe
synpic31554|vertebral osteomyelitis and diskitis
synpic37252|classic bosniak class iii complex renal cyst
synpic19414|hypertrophic pyloric stenosis
synpic33529|pediatric pneumonia (round pneumonia)
synpic23651|vacterl syndrome
synpic42200|sarcoid
synpic31425|nonossifying fibroma
synpic28680|hypoplastic cervical pedicle c3 on right
synpic58391|pulmonary embolism
synpic25413|bicornuate uterus
synpic39188|avascular necrosis
synpic34629|lymphangitic carcinomatosis
synpic24239|chance-type fracture
synpic38839|inguinal hernia involving bladder
synpic38605|choledocholithiasis
synpic32846|fat necrosis
synpic32695|hereditary multiple exostoses
synpic32681|wilms tumor
synpic29824|ectopic pregnancy
synpic50613|spine, epidural abscess
synpic41497|horseshoe kidney
synpic31407|hiatal hernia
synpic22987|osteomyelitis
synpic22656|pericardial cyst
synpic36907|ewing sarcoma
synpic15440|hepatic hemangioma
synpic23265|endometrioma
synpic21830|horseshoe kidney
synpic24469|pulmonary embolism
synpic51478|osteopoikilosis
synpic27181|aortic dissection, aortic tear
synpic23948|osteochondroma
synpic23201|segmental omental infarct
synpic16804|pulmonary arteriovenous malformation
synpic26943|parathyroid adenoma
synpic22594|no
synpic22899|azygous lobe
synpic21570|nonossifying fibroma
synpic29756|pneumomediastinum
synpic34122|midgut malrotation
synpic58602|pancoast tumor
synpic40304|crohn's disease
synpic100583|colon cancer
synpic34711|pulmonary arteriovenous malformation (pavm)
synpic16255|rheumatoid arthritis
synpic16899|simple bone cyst
synpic50770|spine, epidural abscess
synpic52302|diffuse large b-cell lymphoma
synpic22449|foreign body aspiration
synpic51236|achalasia
synpic55265|aberrant right subclavian artery (arsa)
synpic29833|acute appendicitis
synpic25035|aortic dissection, aortic tear
synpic57437|spinal cord abscess
synpic37400|colon cancer
synpic31451|uterine fibroid embolization
synpic39774|paget disease of bone
synpic19532|histoplasmosis
synpic36694|inguinal hernia involving bladder
synpic31143|hiatal hernia
synpic27931|hiatal hernia
synpic24698|intramuscular hemangioma
synpic52605|ankylosing spondylitis
synpic16864|transitional cell carcinoma
synpic17522|sarcoidosis
synpic21173|dermoid cyst (cystic teratoma)
synpic22340|rickets
synpic18936|rheumatoid arthritis
synpic18787|ankylosing spondylitis
synpic42576|lipoma arborescens
synpic39918|fat necrosis
synpic19413|hypertrophic pyloric stenosis
synpic50575|dural  fistula, avf
synpic43618|crossed fused ectopia
synpic45858|angiomyolipoma
synpic40469|fractures of the base of the fifth metatarsal
synpic33432|osteomyelitis
synpic32163|foreign body aspiration
synpic29230|bronchial carcinoid
synpic46635|pulmonary embolism
synpic46825|aortic dissection, aortic tear
synpic56204|lumbar herniated disc
synpic33352|stress fracture
synpic58049|dural  fistula, avf
synpic23500|pulmonary sarcoidosis
synpic27901|hypertrophic pyloric stenosis
synpic53119|fibromatosis coli
synpic27904|crohn's disease
synpic56630|chiari i with cervical spine syrinx.
synpic46499|adrenal adenoma
synpic18534|angiomyolipoma
synpic39624|hemophilia
synpic31123|empyema
synpic55398|cecal volvulus
synpic42066|osteiitis condensans ilii
synpic27447|right aortic arch with aberrant left subclavian artery
synpic51288|avascular necrosis
synpic58680|pyogenic discitis
synpic54521|partial anomalous pulmonary venous return
synpic59048|c-spine fracture
synpic28650|cholelithiasis
synpic27243|pulmonary sequestration
synpic56881|odontoid fracture
synpic55193|acute appendicitis
synpic18613|esophageal foreign body - coin ingestion
synpic33243|pneumopericardium
synpic16256|hereditary multiple exostoses
synpic50752|achalasia
synpic24948|chloroma
synpic49454|angiomyolipoma
synpic23787|mesenteric adenitis
synpic21266|clear cell chondrosarcoma
synpic31627|ovarian torsion
synpic59042|c-spine fracture
synpic32171|amyand's hernia
synpic36231|uterine fibroid embolization
synpic40614|talocalcaneal coalition
synpic49071|amyloidosis
synpic32386|torus fracture/buckle fracture of the distal radius
synpic51653|spinal dural arteriovenous fistula
synpic43619|crossed fused ectopia
synpic32167|amyand's hernia
synpic20964|breast implant,  rupture, extracapsular silicone
synpic42218|fractures of the base of the fifth metatarsal
synpic22924|left aortic arch with aberrant right subclavian artery
synpic55295|tethered spinal cord with terminal spinal lipoma
synpic35736|pleomorphic  xanthoastrocytoma, pxa
synpic27198|hiatal hernia
synpic21974|occult stress fracture
synpic42590|lateral femoral notch sign
synpic15444|pancreatic carcinoma
synpic32201|adenomyomatosis
synpic20694|pneumoperitoneum
synpic52304|diffuse large b-cell lymphoma
synpic32176|amyand's hernia
synpic54519|partial anomalous pulmonary venous return
synpic42577|tibial plateau fracture
synpic33850|tibial plateau fracture
